EC_number,BinID,Enrichment,product,gene,Classification,Confidence,Tax_Level,Quality,General_Pathway
4.2.1.3,Emma2metabat.16,Emma2,Aconitate hydratase A,acnA,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
2.3.1.16,Emma2metabat.16,Emma2,3-ketoacyl-CoA thiolase,fadA_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
3.1.1.24,Emma2metabat.16,Emma2,3-oxoadipate enol-lactonase 2,catD_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.14.13.167,Emma2metabat.16,Emma2,Para-nitrophenol 4-monooxygenase,pnpA_1,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.12.1,Emma2metabat.16,Emma2,"Anthranilate 1,2-dioxygenase small subunit",antB_1,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_1,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.3.17,Emma2metabat.16,Emma2,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.3.5.4,Emma2metabat.16,Emma2,Fumarate reductase flavoprotein subunit,ifcA_1,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.14.13.220,Emma2metabat.16,Emma2,putative NADH-specific resorcinol 4-hydroxylase,tsdB_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.2.1.67,Emma2metabat.16,Emma2,Vanillin dehydrogenase,vdh_1,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.12.1,Emma2metabat.16,Emma2,"Anthranilate 1,2-dioxygenase small subunit",antB_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_1,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.12.15,Emma2metabat.16,Emma2,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1",tphA2I_1,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Emma2metabat.16,Emma2,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 1",tphA3I_1,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.3.1.53,Emma2metabat.16,Emma2,"1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase",tphBI_1,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Emma2metabat.16,Emma2,"Terephthalate 1,2-dioxygenase, reductase component 2",tphA1II_1,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.13.24,Emma2metabat.16,Emma2,3-hydroxybenzoate 6-hydroxylase 1,xlnD_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.14.12.7,Emma2metabat.16,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_1,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
4.1.3.39,Emma2metabat.16,Emma2,4-hydroxy-2-oxovalerate aldolase,mhpE_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
6.2.1.5,Emma2metabat.16,Emma2,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Emma2metabat.16,Emma2,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.14.12.7,Emma2metabat.16,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_2,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
2.3.1.16,Emma2metabat.16,Emma2,3-ketoacyl-CoA thiolase,fadI,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
5.3.3.4,Emma2metabat.16,Emma2,Muconolactone Delta-isomerase,catC_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
5.5.1.1,Emma2metabat.16,Emma2,Muconate cycloisomerase 1,catB,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.1.32,Emma2metabat.16,Emma2,Phosphoenolpyruvate carboxykinase [GTP],pckG,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.2.1.28,Emma2metabat.16,Emma2,Benzaldehyde dehydrogenase [NAD(+)],xylC,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.1.7,Emma2metabat.16,Emma2,Benzoylformate decarboxylase,mdlC_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.1.7,Emma2metabat.16,Emma2,Benzoylformate decarboxylase,mdlC_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.8.1.4,Emma2metabat.16,Emma2,Dihydrolipoyl dehydrogenase,lpd,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
2.3.1.61,Emma2metabat.16,Emma2,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.2.4.2,Emma2metabat.16,Emma2,2-oxoglutarate dehydrogenase E1 component,sucA,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Emma2metabat.16,Emma2,Succinate dehydrogenase iron-sulfur subunit,sdhB,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Emma2metabat.16,Emma2,Succinate dehydrogenase flavoprotein subunit,sdhA,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.1.1.37,Emma2metabat.16,Emma2,Malate dehydrogenase,mdh,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
4.2.1.3,Emma2metabat.16,Emma2,Aconitate hydratase B,acnB_1,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
2.3.1.174,Emma2metabat.16,Emma2,Beta-ketoadipyl-CoA thiolase,pcaF_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.2,Emma2metabat.16,Emma2,"Fumarate hydratase class I, anaerobic",fumB,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
2.8.3.6,Emma2metabat.16,Emma2,3-oxoadipate CoA-transferase subunit A,pcaI_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
2.8.3.6,Emma2metabat.16,Emma2,3-oxoadipate CoA-transferase subunit B,pcaJ_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.1.99.31,Emma2metabat.16,Emma2,(S)-mandelate dehydrogenase,mdlB_1,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.1.7,Emma2metabat.16,Emma2,Benzoylformate decarboxylase,mdlC_4,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.2.1.67,Emma2metabat.16,Emma2,Vanillin dehydrogenase,vdh_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.13.11.8,Emma2metabat.16,Emma2,"Protocatechuate 4,5-dioxygenase beta chain",ligB_2,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.8,Emma2metabat.16,Emma2,"Protocatechuate 4,5-dioxygenase beta chain",ligB_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.13.11.8,Emma2metabat.16,Emma2,"Protocatechuate 4,5-dioxygenase beta chain",ligB_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_3,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_3,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.13.11.8,Emma2metabat.16,Emma2,"Protocatechuate 4,5-dioxygenase beta chain",ligB_3,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.8,Emma2metabat.16,Emma2,"Protocatechuate 4,5-dioxygenase beta chain",ligB_3,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.13.11.8,Emma2metabat.16,Emma2,"Protocatechuate 4,5-dioxygenase beta chain",ligB_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.13.167,Emma2metabat.16,Emma2,Para-nitrophenol 4-monooxygenase,pnpA_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.2.1.67,Emma2metabat.16,Emma2,Vanillin dehydrogenase,vdh_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.1.7,Emma2metabat.16,Emma2,Benzoylformate decarboxylase,mdlC_5,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.1.99.31,Emma2metabat.16,Emma2,(S)-mandelate dehydrogenase,mdlB_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.12.7,Emma2metabat.16,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_3,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.7,Emma2metabat.16,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_4,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.7,Emma2metabat.16,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_5,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.1.99.31,Emma2metabat.16,Emma2,(S)-mandelate dehydrogenase,mdlB_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.13.24,Emma2metabat.16,Emma2,3-hydroxybenzoate 6-hydroxylase 1,xlnD_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_4,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_4,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
2.3.1.9,Emma2metabat.16,Emma2,Acetyl-CoA acetyltransferase,thlA,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
2.3.1.16,Emma2metabat.16,Emma2,3-ketoacyl-CoA thiolase,fadA_5,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase 1,NA,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase 1,NA,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
2.3.1.174,Emma2metabat.16,Emma2,Beta-ketoadipyl-CoA thiolase,pcaF_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_5,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_5,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.1.99.31,Emma2metabat.16,Emma2,(S)-mandelate dehydrogenase,mdlB_4,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.1.1.42,Emma2metabat.16,Emma2,Isocitrate dehydrogenase [NADP],icd,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.14.13.23,Emma2metabat.16,Emma2,3-hydroxybenzoate 4-monooxygenase,mobA_1,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.13.23,Emma2metabat.16,Emma2,3-hydroxybenzoate 4-monooxygenase,mobA_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.14.13.220,Emma2metabat.16,Emma2,putative NADH-specific resorcinol 4-hydroxylase,tsdB_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.1.3.17,Emma2metabat.16,Emma2,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK_3,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
5.5.1.2,Emma2metabat.16,Emma2,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
2.8.3.6,Emma2metabat.16,Emma2,3-oxoadipate CoA-transferase subunit B,pcaJ_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
2.8.3.6,Emma2metabat.16,Emma2,3-oxoadipate CoA-transferase subunit A,pcaI_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.3.1.32,Emma2metabat.16,Emma2,Maleylacetate reductase,tfdF,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.13.11.37,Emma2metabat.16,Emma2,"Hydroxyquinol 1,2-dioxygenase",chqB,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.2.1.67,Emma2metabat.16,Emma2,Vanillin dehydrogenase,vdh_4,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.1.7,Emma2metabat.16,Emma2,Benzoylformate decarboxylase,mdlC_6,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.1.99.31,Emma2metabat.16,Emma2,(S)-mandelate dehydrogenase,mdlB_5,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.13.220,Emma2metabat.16,Emma2,putative NADH-specific resorcinol 4-hydroxylase,tsdB_3,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.3.5.4,Emma2metabat.16,Emma2,Fumarate reductase flavoprotein subunit,ifcA_2,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
3.1.1.24,Emma2metabat.16,Emma2,3-oxoadipate enol-lactonase 2,catD_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
5.5.1.2,Emma2metabat.16,Emma2,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
2.3.1.16,Emma2metabat.16,Emma2,3-ketoacyl-CoA thiolase,fadA_6,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
2.3.1.16,Emma2metabat.16,Emma2,3-ketoacyl-CoA thiolase,fadA_7,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
3.1.1.92,Emma2metabat.16,Emma2,4-sulfomuconolactone hydrolase,NA,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.3.99.32,Emma2metabat.16,Emma2,Glutaryl-CoA dehydrogenase,Acd,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.3.5.4,Emma2metabat.16,Emma2,Fumarate reductase flavoprotein subunit,ifcA_3,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.14.12.7,Emma2metabat.16,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_6,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.7,Emma2metabat.16,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_7,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_4,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_4,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
3.1.1.57,Emma2metabat.16,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
3.1.1.57,Emma2metabat.16,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
3.1.1.92,Emma2metabat.16,Emma2,4-sulfomuconolactone hydrolase,NA,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
2.8.3.6,Emma2metabat.16,Emma2,3-oxoadipate CoA-transferase subunit B,pcaJ_3,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
2.8.3.6,Emma2metabat.16,Emma2,3-oxoadipate CoA-transferase subunit A,pcaI_3,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.14.13.220,Emma2metabat.16,Emma2,putative NADH-specific resorcinol 4-hydroxylase,tsdB_4,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.14.12.15,Emma2metabat.16,Emma2,"Terephthalate 1,2-dioxygenase, reductase component 1",tphA1I,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.3.1.53,Emma2metabat.16,Emma2,"1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase",tphBI_2,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Emma2metabat.16,Emma2,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 1",tphA3I_2,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Emma2metabat.16,Emma2,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1",tphA2I_2,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.1.99.31,Emma2metabat.16,Emma2,(S)-mandelate dehydrogenase,mdlB_6,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.12.7,Emma2metabat.16,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_8,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.13.167,Emma2metabat.16,Emma2,Para-nitrophenol 4-monooxygenase,pnpA_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
3.1.1.57,Emma2metabat.16,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
3.1.1.57,Emma2metabat.16,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_5,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_5,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.2,Emma2metabat.16,Emma2,Fumarate hydratase class II,fumC,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
4.1.1.61,Emma2metabat.16,Emma2,Phenolic acid decarboxylase,bsdC,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.12.15,Emma2metabat.16,Emma2,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1",tphA2I_3,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Emma2metabat.16,Emma2,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 1",tphA3I_3,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.15,Emma2metabat.16,Emma2,"Terephthalate 1,2-dioxygenase, reductase component 2",tphA1II_2,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
3.5.1.4,Emma2metabat.16,Emma2,Putative amidase AmiD,amiD_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_6,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_6,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_7,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,putative enoyl-CoA hydratase echA8,echA8_7,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.1.99.31,Emma2metabat.16,Emma2,(S)-mandelate dehydrogenase,mdlB_7,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.1.7,Emma2metabat.16,Emma2,Benzoylformate decarboxylase,mdlC_7,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.6.5.7,Emma2metabat.16,Emma2,"2-hydroxy-1,4-benzoquinone reductase",NA,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.3.39,Emma2metabat.16,Emma2,4-hydroxy-2-oxovalerate aldolase,mhpE_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.2.1.10,Emma2metabat.16,Emma2,Acetaldehyde dehydrogenase,dmpF,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.80,Emma2metabat.16,Emma2,2-keto-4-pentenoate hydratase,mhpD,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
5.3.3.4,Emma2metabat.16,Emma2,Muconolactone Delta-isomerase,catC_2,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
3.5.1.4,Emma2metabat.16,Emma2,Putative amidase AmiD,amiD_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.14.12.7,Emma2metabat.16,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_9,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.13.33,Emma2metabat.16,Emma2,4-hydroxybenzoate 3-monooxygenase (NAD(P)H),praI,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.13.11.8,Emma2metabat.16,Emma2,"Protocatechuate 4,5-dioxygenase beta chain",ligB_4,Alcaligenaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.8,Emma2metabat.16,Emma2,"Protocatechuate 4,5-dioxygenase beta chain",ligB_4,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
1.13.11.8,Emma2metabat.16,Emma2,"Protocatechuate 4,5-dioxygenase beta chain",ligB_4,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.13.11.57,Emma2metabat.16,Emma2,Gallate dioxygenase,galA_2,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
2.3.1.16,Emma2metabat.16,Emma2,3-ketoacyl-CoA thiolase,fadA_9,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF_3,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
3.1.2.23,Emma2metabat.16,Emma2,4-hydroxybenzoyl-CoA thioesterase,NA,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
3.1.1.57,Emma2metabat.16,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_3,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
3.1.1.57,Emma2metabat.16,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_3,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
3.1.1.57,Emma2metabat.16,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_4,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
3.1.1.57,Emma2metabat.16,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_4,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.1.7,Emma2metabat.16,Emma2,Benzoylformate decarboxylase,mdlC_8,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
1.1.99.31,Emma2metabat.16,Emma2,(S)-mandelate dehydrogenase,mdlB_8,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.3,Emma2metabat.16,Emma2,Aconitate hydratase B,acnB_2,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_6,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,Enoyl-CoA-hydratase,dpgD_6,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.3,Emma2metabat.16,Emma2,Aconitate hydratase A,acn,Alcaligenaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
4.2.1.17,Emma2metabat.16,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF_4,Alcaligenaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.16,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF_4,Alcaligenaceae,0.34,family,Medium,Aminobenzoate degradation
